STT,key,id,day,start,count,room,teacher,class,member,name,weight,week
4509,SP103,01,5,4,2,109/C2,,SP103001,60,Số học,2,12**5678901234567***
4510,SP103,02,6,4,2,503/TS,,SP103002,60,Số học,2,12**5678901234567***
4511,SP112,01,5,1,3,303/D2,,SP112001,40,Giải tích hàm nhiều biến,3,12**5678901234567***
4512,SP112,02,4,1,3,202/C2,,SP112002,40,Giải tích hàm nhiều biến,3,12**5678901234567***
4513,SP112,03,5,1,3,101/C2,,SP112003,40,Giải tích hàm nhiều biến,3,12**5678901234567***
4514,SP113,01,5,1,2,210/C2,,SP113001,60,Hình học giải tích,2,12**5678901234567***
4515,SP131,01,2,4,2,208/C2,,SP131001,50,Đại số sơ cấp,2,12**5678901234567***
4516,SP132,01,3,6,2,204/C2,,SP132001,50,Xác suất thống kê - GDTH,2,12**5678901234567***
4517,SP132,02,5,1,2,202/C1,,SP132002,50,Xác suất thống kê - GDTH,2,12**5678901234567***
4518,SP133,01,2,1,2,201/C2,,SP133001,40,Cơ học đại cương 1,2,12**5678901234567***
4519,SP133,02,2,4,2,203/C2,,SP133002,40,Cơ học đại cương 1,2,12**5678901234567***
4520,SP135,01,3,4,2,109/C1,,SP135001,40,Nhiệt học và nhiệt động lực học,2,12**5678901234567***
4521,SP135,02,2,4,2,102/B1,,SP135002,40,Nhiệt học và nhiệt động lực học,2,12**5678901234567***
4522,SP136,01,5,1,4,TNDIEN,,SP136001,20,Thực tập Cơ nhiệt,2,12**5678901234567***
4523,SP140,01,2,1,4,TNQUAG,,SP140001,20,TT. Quang học,1,12**5678901234567***
4524,SP150,01,2,1,2,202/C2,,SP150001,40,Anh văn chuyên môn Vật lý,2,12**5678901234567***
4525,SP158,01,3,6,4,TNHCS,,SP158001,20,TT. Hóa lý,2,12**5678901234567***
4526,SP169,01,4,4,2,102/C2,,SP169001,40,Phân loại thực vật B,2,12**5678901234567***
4527,SP169,02,5,1,2,107/C2,,SP169002,40,Phân loại thực vật B,2,12**5678901234567***
4528,SP169,D01,4,1,3,102/C2,,20X9A1,40,Phân loại thực vật B,2,12**567890***4567***
4529,SP172,01,0,0,0,,,SP172001,40,Thực tập giáo trình Sinh học,1,12**5678901234567***
4530,SP178,01,2,1,2,203/C2,,SP178001,40,Hình thái giải phẫu thực vật,2,12**5678901234567***
4531,SP179,01,0,0,0,,,SP179001,20,TT. Hình thái giải phẫu thực vật,1,12**5678901234567***
4532,SP195,01,2,1,2,204/C2,,SP195001,40,Việt Nam học đại cương,2,12**5678901234567***
4533,SP196,01,4,6,2,203/C2,,SP196001,40,Anh văn chuyên môn lịch sử,2,12**5678901234567***
4534,SP220,01,3,6,2,202/B1,,SP220001,40,Anh văn chuyên môn Địa lý,2,12**5678901234567***
4535,SP227,01,0,0,0,,,SP227001,40,Thực tế ngoài trường - SP.Sử,1,12**5678901234567***
4536,SP231,01,3,8,2,106/C2,,SP231001,40,Khảo cổ học,2,12**5678901234567***
4537,SP232,01,2,8,2,102/C2,,SP232001,40,Dân tộc học đại cương,2,12**5678901234567***
4538,SP233,01,2,1,2,211/C2,,SP233001,40,Lịch sử Đông Nam Á,2,12**5678901234567***
4539,SP234,01,4,4,2,110/C2,,SP234001,40,Lý luận và lịch sử tôn giáo,2,12**5678901234567***
4540,SP234,02,3,4,2,104/C2,,SP234002,40,Lý luận và lịch sử tôn giáo,2,12**5678901234567***
4541,SP235,01,4,1,2,204/C2,,SP235001,40,Lịch sử văn minh thế giới,2,12**5678901234567***
4542,SP235,C01,3,1,3,105/C2,,20W8A1,65,Lịch sử văn minh thế giới,2,12**567***1234567***
4543,SP235,C02,4,1,3,105/C2,,20W8A2,65,Lịch sử văn minh thế giới,2,12**567***1234567***
4544,SP235,C03,2,1,3,207/C2,,20W8A3,65,Lịch sử văn minh thế giới,2,12**567***1234567***
4545,SP236,01,2,4,2,101/C2,,SP236001,40,Lịch sử quan hệ quốc tế,2,12**5678901234567***
4546,SP258,F01,3,4,2,103/K1,,17X2A1,40,Tiếng Pháp du lịch,2,12**5********4567***
4547,SP258,F01,6,4,2,101/K1,,17X2A1,40,Tiếng Pháp du lịch,2,12**5********4567***
4548,SP296,F01,5,6,3,106/K1,,17X2A1,40,Tình huống phát ngôn,2,12**5********4567***
4549,SP296,F01,6,1,3,101/K1,,17X2A1,40,Tình huống phát ngôn,2,12**5********4567***
4550,SP314,01,3,4,2,201/C2,,SP314001,40,Hình học xạ Ảnh,2,12**5678901234567***
4551,SP318,01,2,8,2,104/NN,,SP318001,40,Độ đo và tích phân Lơbe,2,12**5678901234567***
4552,SP319,01,5,1,3,109/C2,,SP319001,40,Giải tích hàm,3,12**5678901234567***
4553,SP321,01,6,1,2,109/C2,,SP321001,40,Môđun trên vành giao hoán,2,12**5678901234567***
4554,SP333,01,0,0,0,,,SP333001,40,Tiểu luận tốt nghiệp - Toán học,4,12**5678901234567***
4555,SP334,01,0,0,0,,,SP334001,60,Luận văn tốt nghiệp-Toán học,10,12**5678901234567***
4556,SP346,01,0,0,0,,,SP346001,40,Luận văn tốt nghiệp - SPTH,10,12**5678901234567***
4557,SP348,01,0,0,0,,,SP348001,100,TT. Kỹ thuật điện 1,1,12**5678901234567***
4558,SP350,01,3,6,4,TNDIEN,,SP350001,25,TT. Kỹ thuật điện tử 1,1,12**5678901234567***
4559,SP356,01,4,4,2,104/C2,,SP356001,40,Cơ học lượng tử 2,2,12**5678901234567***
4560,SP360,01,5,1,2,110/C2,,SP360001,40,Quang phổ,2,12**5678901234567***
4561,SP376,01,0,0,0,,,SP376001,40,Luận văn tốt nghiệp - Vật lý,10,12**5678901234567***
4562,SP387,01,2,1,3,303/TS,,SP387001,40,Hóa hữu cơ 2,3,12**5678901234567***
4563,SP388,01,2,6,4,TNHCS,,SP388001,20,TT. Hóa hữu cơ,2,12**5678901234567***
4564,SP389,01,4,1,3,210/C2,,SP389001,40,Hóa phân tích 2 - SP.Hóa,3,12**5678901234567***
4565,SP390,01,7,1,4,H2-KH2,,SP390001,25,TT. Hóa phân tích - SP.Hóa,2,12**5678901234567***
4566,SP407,01,0,0,0,,,SP407001,40,Tiểu luận tốt nghiệp - Hóa học,4,12**5678901234567***
4567,SP408,01,0,0,0,,,SP408001,40,Luận văn tốt nghiệp - Hóa học,10,12**5678901234567***
4568,SP411,01,6,1,2,110/C2,,SP411001,60,Kỹ thuật phòng thí nghiệm hóa học,2,12**5678901234567***
4569,SP411,02,6,4,2,211/C2,,SP411002,60,Kỹ thuật phòng thí nghiệm hóa học,2,12**5678901234567***
4570,SP414,01,2,1,2,105/C2,,SP414001,60,Sinh lý động vật,2,12**5678901234567***
4571,SP417,01,2,3,3,107/C2,,SP417001,40,Sinh lý người và động vật,3,12**5678901234567***
4572,SP418,01,0,0,0,,,SP418001,70,TT. Sinh lý người và động vật,1,12**5678901234567***
4573,SP419,01,2,1,3,101/NN,,SP419001,40,Di truyền và chọn giống,3,12**5678901234567***
4574,SP420,01,0,0,0,,,SP420001,20,TT. Di truyền và chọn giống,1,12**5678901234567***
4575,SP428,01,5,6,2,102/C2,,SP428001,40,Đấu tranh sinh học và ứng dụng,2,12**5678901234567***
4576,SP437,01,2,4,2,109/C2,,SP437001,40,Cơ lý thuyết - Vật lý,2,12**5678901234567***
4577,SP438,01,2,4,2,110/C2,,SP438001,40,Thiên văn học,2,12**5678901234567***
4578,SP466,01,6,1,2,103/K1,,FL18X101,40,Nói trước công chúng,2,12**5678901234567***
4579,SP466,H01,3,2,4,102HA5,,19V1A5,50,Nói trước công chúng,2,12**567890123456****
4580,SP466,H02,5,2,4,102HA5,,19V1A6,50,Nói trước công chúng,2,12**56789012*4567***
4581,SP471,01,0,0,0,,,SP471001,40,Tiểu luận tốt nghiệp,4,12**5678901234567***
4582,SP472,01,0,0,0,,,SP472001,30,Luận văn tốt nghiệp,10,12**5678901234567***
4583,SP482,01,5,3,3,106/C2,,SP482001,40,Địa lý kinh tế - xã hội thế giới 2,3,12**5678901234567***
4584,SP492,01,0,0,0,,,SP492001,40,Tiểu luận tốt nghiệp - Địa lý,4,12**5678901234567***
4585,SP493,01,0,0,0,,,SP493001,40,Luận văn tốt nghiệp - Địa lý,10,12**5678901234567***
4586,SP498,01,5,1,3,201/C2,,SP498001,40,Lịch sử thế giới hiện đại 1,3,12**5678901234567***
4587,SP504,01,6,1,3,203/C2,,SP504001,40,Lịch sử Việt Nam hiện đại 1,3,12**5678901234567***
4588,SP511,01,0,0,0,,,SP511001,40,Luận văn tốt nghiệp - Lịch sử,10,12**5678901234567***
4589,SP512,01,2,3,3,202/C2,,SP512001,50,Văn học dân gian Việt Nam,3,12**5678901234567***
4590,SP512,02,3,3,3,203/C2,,SP512002,50,Văn học dân gian Việt Nam,3,12**5678901234567***
4591,SP512,03,4,1,3,103/C2,,SP512003,50,Văn học dân gian Việt Nam,3,12**5678901234567***
4592,SP514,C01,6,1,2,104/C2,,20W7A1,55,Tác phẩm văn học và thể lọai văn học,3,12**567***1234567***
4593,SP514,C01,3,3,2,108/A3,,20W7A1,55,Tác phẩm văn học và thể lọai văn học,3,12**567***1234567***
4594,SP514,C02,3,1,2,101/C2,,20W7A2,55,Tác phẩm văn học và thể lọai văn học,3,12**567***1234567***
4595,SP514,C02,5,1,2,104/C2,,20W7A2,55,Tác phẩm văn học và thể lọai văn học,3,12**567***1234567***
4596,SP514,C03,5,3,2,104/C2,,20W7A3,55,Tác phẩm văn học và thể lọai văn học,3,12**567***1234567***
4597,SP514,C03,6,3,2,104/C2,,20W7A3,55,Tác phẩm văn học và thể lọai văn học,3,12**567***1234567***
4598,SP515,01,5,1,2,203/C2,,SP515001,50,Văn học Việt Nam trung đại 1 (thế kỷ X - nửa đầu XVIII),2,12**5678901234567***
4599,SP515,02,5,4,2,107/C2,,SP515002,50,Văn học Việt Nam trung đại 1 (thế kỷ X - nửa đầu XVIII),2,12**5678901234567***
4600,SP515,03,6,1,2,204/C2,,SP515003,50,Văn học Việt Nam trung đại 1 (thế kỷ X - nửa đầu XVIII),2,12**5678901234567***
4601,SP527,01,3,3,3,204/C2,,SP527001,40,Văn học châu Âu,3,12**5678901234567***
4602,SP529,01,3,4,2,109/C2,,SP529001,40,Văn học Nga,2,12**5678901234567***
4603,SP531,01,4,4,2,101/C2,,SP531001,40,Tiến trình văn học,2,12**5678901234567***
4604,SP540,01,0,0,0,,,SP540001,60,Luận văn tốt nghiệp - SP. Ngữ văn,10,12**5678901234567***
4605,SP576,01,6,1,2,305/C1,,SP576001,40,Sinh lý thực vật - SP. Sinh học,2,12**5678901234567***
4606,SP577,01,0,0,0,,,SP577001,40,TT. Sinh lý thực vật - SP. Sinh học,1,12**5678901234567***
4607,SP589,01,6,1,3,210/C2,,SP589001,40,Các phương pháp Toán Lý,3,12**5678901234567***
4608,TC001,01,5,6,2,DKINH1,,TC001001,40,Điền kinh 1 (*),1,12**5678901234567***
4609,TC001,02,5,8,2,DKINH1,,TC001002,40,Điền kinh 1 (*),1,12**5678901234567***
4610,TC001,03,3,6,2,DKINH1,,TC001003,40,Điền kinh 1 (*),1,12**5678901234567***
4611,TC001,04,4,6,2,DKINH1,,TC001004,40,Điền kinh 1 (*),1,12**5678901234567***
4612,TC001,05,3,1,2,DKINH1,,TC001005,40,Điền kinh 1 (*),1,12**5678901234567***
4613,TC001,06,3,8,2,DKINH1,,TC001006,40,Điền kinh 1 (*),1,12**5678901234567***
4614,TC002,01,6,6,2,DKINH1,,TC002001,40,Điền kinh 2 (*),1,12**5678901234567***
4615,TC002,02,6,8,2,DKINH1,,TC002002,40,Điền kinh 2 (*),1,12**5678901234567***
4616,TC002,03,2,6,2,DKINH1,,TC002003,40,Điền kinh 2 (*),1,12**5678901234567***
4617,TC002,04,2,8,2,DKINH1,,TC002004,40,Điền kinh 2 (*),1,12**5678901234567***
4618,TC002,05,2,1,2,DKINH1,,TC002005,40,Điền kinh 2 (*),1,12**5678901234567***
4619,TC003,01,5,3,2,NTD7TT,,TC003001,40,Taekwondo 1 (*),1,12**5678901234567***
4620,TC003,02,6,3,2,DKINH1,,TC003002,40,Taekwondo 1 (*),1,12**5678901234567***
4621,TC003,03,6,8,2,NTD5TT,,TC003003,40,Taekwondo 1 (*),1,12**5678901234567***
4622,TC003,04,7,8,2,NTD5TT,,TC003004,40,Taekwondo 1 (*),1,12**5678901234567***
4623,TC003,05,2,6,2,NTD5TT,,TC003005,40,Taekwondo 1 (*),1,12**5678901234567***
4624,TC003,06,5,1,2,NTD7TT,,TC003006,40,Taekwondo 1 (*),1,12**5678901234567***
4625,TC003,07,4,1,2,NTD7TT,,TC003007,40,Taekwondo 1 (*),1,12**5678901234567***
4626,TC003,08,2,8,2,NTD6TT,,TC003008,40,Taekwondo 1 (*),1,12**5678901234567***
4627,TC003,09,3,6,2,NTD6TT,,TC003009,40,Taekwondo 1 (*),1,12**5678901234567***
4628,TC003,10,3,8,2,NTD6TT,,TC003010,40,Taekwondo 1 (*),1,12**5678901234567***
4629,TC003,11,5,8,2,NTD7TT,,TC003011,40,Taekwondo 1 (*),1,12**5678901234567***
4630,TC003,12,3,1,2,NTD7TT,,TC003012,40,Taekwondo 1 (*),1,12**5678901234567***
4631,TC003,13,3,3,2,NTD5TT,,TC003013,40,Taekwondo 1 (*),1,12**5678901234567***
4632,TC003,14,6,6,2,DKINH2,,TC003014,40,Taekwondo 1 (*),1,12**5678901234567***
4633,TC003,15,5,6,2,NTD7TT,,TC003015,40,Taekwondo 1 (*),1,12**5678901234567***
4634,TC003,16,6,8,2,NTD8TT,,TC003016,40,Taekwondo 1 (*),1,12**5678901234567***
4635,TC003,17,2,1,2,NTD7TT,,TC003017,40,Taekwondo 1 (*),1,12**5678901234567***
4636,TC003,18,4,1,2,BOBAN1,,TC003025,40,Taekwondo 1 (*),1,12**5678901234567***
4637,TC003,19,3,1,2,BOBAN1,,TC003026,40,Taekwondo 1 (*),1,12**5678901234567***
4638,TC003,20,4,3,2,BO.BAN,,TC003027,40,Taekwondo 1 (*),1,12**5678901234567***
4639,TC003,21,5,1,2,BOBAN1,,TC003028,40,Taekwondo 1 (*),1,12**5678901234567***
4640,TC003,22,5,3,2,BO.BAN,,TC003030,40,Taekwondo 1 (*),1,12**5678901234567***
4641,TC003,23,5,1,2,NTD8TT,,TC003035,40,Taekwondo 1 (*),1,12**5678901234567***
4642,TC003,24,4,6,2,NTD5TT,,TC003036,40,Taekwondo 1 (*),1,12**5678901234567***
4643,TC003,25,5,3,2,NTD9TT,,TC003038,40,Taekwondo 1 (*),1,12**5678901234567***
4644,TC003,26,6,8,2,NTD9TT,,TC003039,40,Taekwondo 1 (*),1,12**5678901234567***
4645,TC003,27,3,1,2,NTD5TT,,TC003040,40,Taekwondo 1 (*),1,12**5678901234567***
4646,TC003,28,3,3,2,NTD9TT,,TC003041,40,Taekwondo 1 (*),1,12**5678901234567***
4647,TC003,29,4,3,2,NTD5TT,,TC003042,40,Taekwondo 1 (*),1,12**5678901234567***
4648,TC003,H01,3,2,4,SN1/HA,,1922A5,45,Taekwondo 1 (*),1,12**567890**********
4649,TC003,H02,6,2,4,SN1/HA,,TC003H02,45,Taekwondo 1 (*),1,12**567890**********
4650,TC003,H03,2,2,4,SN1/HA,,1963A5,45,Taekwondo 1 (*),1,12**567890**********
4651,TC003,M01,7,1,2,NTD1TT,,KT2021F1,41,Taekwondo 1 (*),1,12**5678901234567***
4652,TC003,M02,7,3,2,NTD1TT,,KT2021F2,41,Taekwondo 1 (*),1,12**5678901234567***
4653,TC003,M03,7,6,2,NTD5TT,,KT2021F3,40,Taekwondo 1 (*),1,12**5678901234567***
4654,TC004,01,3,6,2,NTD5TT,,TC004001,40,Taekwondo 2 (*),1,12**5678901234567***
4655,TC004,02,3,8,2,NTD7TT,,TC004002,40,Taekwondo 2 (*),1,12**5678901234567***
4656,TC004,03,5,6,2,NTD5TT,,TC004003,40,Taekwondo 2 (*),1,12**5678901234567***
4657,TC004,04,5,8,2,NTD5TT,,TC004004,40,Taekwondo 2 (*),1,12**5678901234567***
4658,TC004,05,5,3,2,NTD6TT,,TC004005,40,Taekwondo 2 (*),1,12**5678901234567***
4659,TC004,06,6,3,2,NTD7TT,,TC004006,40,Taekwondo 2 (*),1,12**5678901234567***
4660,TC004,07,4,3,2,NTD7TT,,TC004007,40,Taekwondo 2 (*),1,12**5678901234567***
4661,TC004,08,4,4,2,NTD8TT,,TC004008,40,Taekwondo 2 (*),1,12**5678901234567***
4662,TC004,09,2,8,2,NTD7TT,,TC004009,40,Taekwondo 2 (*),1,12**5678901234567***
4663,TC004,10,3,4,2,NTD8TT,,TC004010,40,Taekwondo 2 (*),1,12**5678901234567***
4664,TC004,11,5,8,2,NTD8TT,,TC004011,40,Taekwondo 2 (*),1,12**567890123456****
4665,TC004,12,5,4,2,NTD8TT,,TC004012,40,Taekwondo 2 (*),1,12**567890123456****
4666,TC004,13,2,6,2,NTD6TT,,TC004013,40,Taekwondo 2 (*),1,12**567890123456****
4667,TC004,14,4,1,2,NTD8TT,,TC004014,40,Taekwondo 2 (*),1,12**567890123456****
4668,TC004,15,7,8,2,NTD6TT,,TC004015,40,Taekwondo 2 (*),1,12**567890123456****
4669,TC004,16,6,6,2,NTD5TT,,TC004016,40,Taekwondo 2 (*),1,12**567890123456****
4670,TC004,17,6,8,2,NTD7TT,,TC004017,40,Taekwondo 2 (*),1,12**567890123456****
4671,TC004,18,6,4,2,DKINH3,,TC004018,40,Taekwondo 2 (*),1,12**567890123456****
4672,TC004,19,2,6,2,DKINH2,,TC004019,40,Taekwondo 2 (*),1,12**567890123456****
4673,TC004,20,5,6,2,NTD6TT,,TC004020,40,Taekwondo 2 (*),1,12**567890123456****
4674,TC004,21,3,1,2,NTD6TT,,TC004021,40,Taekwondo 2 (*),1,12**567890123456****
4675,TC004,22,2,8,2,NTD5TT,,TC004022,40,Taekwondo 2 (*),1,12**5678901234567***
4676,TC004,23,5,8,2,NTD6TT,,TC004023,40,Taekwondo 2 (*),1,12**5678901234567***
4677,TC004,24,3,3,2,NTD6TT,,TC004024,40,Taekwondo 2 (*),1,12**5678901234567***
4678,TC004,25,3,6,2,NTD7TT,,TC004025,40,Taekwondo 2 (*),1,12**5678901234567***
4679,TC004,26,5,6,2,NTD8TT,,TC004026,40,Taekwondo 2 (*),1,12**5678901234567***
4680,TC004,27,2,6,2,NTD8TT,,TC004027,40,Taekwondo 2 (*),1,12**5678901234567***
4681,TC004,28,2,6,2,NTD7TT,,TC004028,40,Taekwondo 2 (*),1,12**5678901234567***
4682,TC004,29,3,6,2,BO.BAN,,TC004030,40,Taekwondo 2 (*),1,12**5678901234567***
4683,TC004,30,3,3,2,BOBAN1,,TC004029,40,Taekwondo 2 (*),1,12**5678901234567***
4684,TC004,31,5,6,2,BO.BAN,,TC004033,40,Taekwondo 2 (*),1,12**5678901234567***
4685,TC004,32,2,3,2,BO.BAN,,TC004034,40,Taekwondo 2 (*),1,12**5678901234567***
4686,TC004,33,3,3,2,NTD7TT,,TC004040,40,Taekwondo 2 (*),1,12**5678901234567***
4687,TC004,34,6,3,2,NTD5TT,,TC004042,40,Taekwondo 2 (*),1,12**5678901234567***
4688,TC004,35,6,3,2,NTD6TT,,TC004043,40,Taekwondo 2 (*),1,12**5678901234567***
4689,TC004,36,5,3,2,NTD1TT,,TC004044,40,Taekwondo 2 (*),1,12**5678901234567***
4690,TC004,37,4,6,2,NTD6TT,,TC004045,40,Taekwondo 2 (*),1,12**5678901234567***
4691,TC004,38,2,8,2,NTD8TT,,TC004046,40,Taekwondo 2 (*),1,12**5678901234567***
4692,TC004,H01,4,2,4,SN2/HA,,TC004H01,45,Taekwondo 2 (*),1,12**567890**********
4693,TC004,H02,4,2,4,SN1/HA,,TC004H02,45,Taekwondo 2 (*),1,**********1234567***
4694,TC004,H03,7,2,4,SN1/HA,,TC004H03,45,Taekwondo 2 (*),1,12**567890**********
4695,TC004,H04,7,2,4,SN1/HA,,TC004H04,45,Taekwondo 2 (*),1,**********1234567***
4696,TC004,H05,2,2,4,SN1/HA,,19W8A5,45,Taekwondo 2 (*),1,**********1234567***
4697,TC005,01,7,1,2,BCHUY3,,TC005001,40,Bóng chuyền 1 (*),1,12**5678901234567***
4698,TC005,02,5,6,2,BC,,TC005002,40,Bóng chuyền 1 (*),1,12**5678901234567***
4699,TC005,03,5,8,2,BC,,TC005003,40,Bóng chuyền 1 (*),1,12**5678901234567***
4700,TC005,04,5,1,2,BCHUYE,,TC005004,40,Bóng chuyền 1 (*),1,12**5678901234567***
4701,TC005,05,7,8,2,BC,,TC005005,40,Bóng chuyền 1 (*),1,12**5678901234567***
4702,TC005,06,3,6,2,BC,,TC005006,40,Bóng chuyền 1 (*),1,12**5678901234567***
4703,TC005,07,3,8,2,BC,,TC005007,40,Bóng chuyền 1 (*),1,12**5678901234567***
4704,TC005,08,6,6,2,BC,,TC005008,40,Bóng chuyền 1 (*),1,12**5678901234567***
4705,TC005,09,6,8,2,BCHUYE,,TC005009,40,Bóng chuyền 1 (*),1,12**5678901234567***
4706,TC005,10,6,6,2,BONGCH,,TC005010,40,Bóng chuyền 1 (*),1,12**5678901234567***
4707,TC005,11,2,6,2,BCHUYE,,TC005011,40,Bóng chuyền 1 (*),1,12**5678901234567***
4708,TC005,12,3,3,2,BC,,TC005012,40,Bóng chuyền 1 (*),1,12**5678901234567***
4709,TC005,13,5,1,2,BCHUY3,,TC005013,40,Bóng chuyền 1 (*),1,12**5678901234567***
4710,TC005,14,6,1,2,BCHUY3,,TC005014,40,Bóng chuyền 1 (*),1,12**5678901234567***
4711,TC005,15,6,3,2,BCHUY3,,TC005015,40,Bóng chuyền 1 (*),1,12**5678901234567***
4712,TC005,16,4,3,2,BCHUYE,,TC005016,40,Bóng chuyền 1 (*),1,12**5678901234567***
4713,TC005,17,4,6,2,BC,,TC005017,40,Bóng chuyền 1 (*),1,12**5678901234567***
4714,TC005,18,4,3,2,BCHUY3,,TC005018,40,Bóng chuyền 1 (*),1,12**5678901234567***
4715,TC005,19,6,1,2,BONGCH,,TC005019,40,Bóng chuyền 1 (*),1,12**5678901234567***
4716,TC005,20,7,6,2,BCHUY3,,TC005020,40,Bóng chuyền 1 (*),1,12**5678901234567***
4717,TC005,21,2,8,2,BC,,TC005021,40,Bóng chuyền 1 (*),1,12**5678901234567***
4718,TC005,H01,4,2,4,SN3/HA,,TC005H01,35,Bóng chuyền 1 (*),1,12**567890**********
4719,TC005,H02,4,2,4,SN4/HA,,TC005H02,35,Bóng chuyền 1 (*),1,**********1234567***
4720,TC005,H03,3,2,4,SN3/HA,,TC005H03,35,Bóng chuyền 1 (*),1,12**567890**********
4721,TC006,01,6,8,2,BC,,TC006001,40,Bóng chuyền 2 (*),1,12**5678901234567***
4722,TC006,02,2,1,2,BC,,TC006002,40,Bóng chuyền 2 (*),1,12**5678901234567***
4723,TC006,03,3,3,2,BCHUY3,,TC006003,40,Bóng chuyền 2 (*),1,12**5678901234567***
4724,TC006,04,6,1,2,BCHUY1,,TC006004,40,Bóng chuyền 2 (*),1,12**5678901234567***
4725,TC006,05,5,3,2,BCHUY3,,TC006005,40,Bóng chuyền 2 (*),1,12**5678901234567***
4726,TC006,06,3,1,2,BC,,TC006006,40,Bóng chuyền 2 (*),1,12**5678901234567***
4727,TC006,07,7,1,2,BC,,TC006007,40,Bóng chuyền 2 (*),1,12**5678901234567***
4728,TC006,08,7,3,2,BC,,TC006008,40,Bóng chuyền 2 (*),1,12**5678901234567***
4729,TC006,09,4,1,2,BCHUYE,,TC006009,40,Bóng chuyền 2 (*),1,12**5678901234567***
4730,TC006,10,4,3,2,BC,,TC006010,40,Bóng chuyền 2 (*),1,12**5678901234567***
4731,TC006,11,7,1,2,BCHUYE,,TC006011,40,Bóng chuyền 2 (*),1,12**5678901234567***
4732,TC006,12,6,1,2,BCHUYE,,TC006012,40,Bóng chuyền 2 (*),1,12**5678901234567***
4733,TC006,13,7,8,2,BCHUYE,,TC006013,40,Bóng chuyền 2 (*),1,12**5678901234567***
4734,TC006,14,2,1,2,BCHUY3,,TC006014,40,Bóng chuyền 2 (*),1,12**5678901234567***
4735,TC006,15,5,8,2,BCHUY3,,TC006015,40,Bóng chuyền 2 (*),1,12**5678901234567***
4736,TC006,16,5,6,2,BCHUY3,,TC006016,40,Bóng chuyền 2 (*),1,12**5678901234567***
4737,TC006,17,2,8,2,BONGCH,,TC006017,40,Bóng chuyền 2 (*),1,12**5678901234567***
4738,TC006,18,3,8,2,BCHUY3,,TC006018,40,Bóng chuyền 2 (*),1,12**5678901234567***
4739,TC006,19,6,6,2,BCHUY3,,TC006019,40,Bóng chuyền 2 (*),1,12**5678901234567***
4740,TC006,20,5,3,2,BC,,TC006020,40,Bóng chuyền 2 (*),1,12**5678901234567***
4741,TC006,21,3,6,2,BCHUY3,,TC006021,40,Bóng chuyền 2 (*),1,12**5678901234567***
4742,TC006,H01,5,2,4,SN3/HA,,TC006H01,35,Bóng chuyền 2 (*),1,12**567890**********
4743,TC006,H02,7,2,4,SN2/HA,,19T7A5,35,Bóng chuyền 2 (*),1,12**567890**********
4744,TC007,01,5,3,2,BCHUYE,,TC007001,40,Bóng đá 1 (*),1,12**5678901234567***
4745,TC007,02,2,8,2,BONDA1,,TC007002,40,Bóng đá 1 (*),1,12**5678901234567***
4746,TC007,03,2,6,2,BONDA2,,TC007003,40,Bóng đá 1 (*),1,12**5678901234567***
4747,TC007,04,3,3,2,BONDA1,,TC007004,40,Bóng đá 1 (*),1,12**5678901234567***
4748,TC007,05,6,1,2,BONDA2,,TC007005,40,Bóng đá 1 (*),1,12**5678901234567***
4749,TC007,06,7,6,2,BONDA1,,TC007006,40,Bóng đá 1 (*),1,12**5678901234567***
4750,TC007,07,3,6,2,BONDA2,,TC007007,40,Bóng đá 1 (*),1,12**5678901234567***
4751,TC007,08,3,8,2,BONDA1,,TC007008,40,Bóng đá 1 (*),1,12**5678901234567***
4752,TC008,01,5,6,2,BONDA1,,TC008001,40,Bóng đá 2 (*),1,12**5678901234567***
4753,TC008,02,5,8,2,BONDA3,,TC008002,40,Bóng đá 2 (*),1,12**5678901234567***
4754,TC008,03,5,1,2,BONDA2,,TC008003,40,Bóng đá 2 (*),1,12**5678901234567***
4755,TC008,04,2,1,2,BONDA1,,TC008004,40,Bóng đá 2 (*),1,12**5678901234567***
4756,TC008,05,4,1,2,BONDA3,,TC008005,40,Bóng đá 2 (*),1,12**5678901234567***
4757,TC008,06,3,6,2,BONDA1,,TC008006,40,Bóng đá 2 (*),1,12**5678901234567***
4758,TC008,07,2,6,2,BONDA1,,TC008007,40,Bóng đá 2 (*),1,12**5678901234567***
4759,TC008,08,2,8,2,BONDA2,,TC008008,40,Bóng đá 2 (*),1,12**5678901234567***
4760,TC008,09,4,6,2,BONDA2,,TC008009,40,Bóng đá 2 (*),1,12**5678901234567***
4761,TC009,01,2,8,2,BO.BAN,,TC009001,40,Bóng bàn 1 (*),1,12**5678901234567***
4762,TC010,01,2,1,2,BO.BAN,,TC010001,40,Bóng bàn 2 (*),1,12**5678901234567***
4763,TC011,01,5,8,2,CLONG1,,TC011001,40,Cầu lông 1 (*),1,12**5678901234567***
4764,TC011,02,4,1,2,CLONG1,,TC011002,40,Cầu lông 1 (*),1,12**5678901234567***
4765,TC011,03,3,1,2,CLONG1,,TC011003,40,Cầu lông 1 (*),1,12**5678901234567***
4766,TC011,04,7,3,2,CLONG3,,TC011004,40,Cầu lông 1 (*),1,12**5678901234567***
4767,TC011,05,6,8,2,CLONG2,,TC011005,40,Cầu lông 1 (*),1,12**5678901234567***
4768,TC011,06,5,6,2,CLONG1,,TC011006,40,Cầu lông 1 (*),1,12**5678901234567***
