STT,key,id,day,start,count,room,teacher,class,member,name,weight,week
1,AN407C,M01,4,6,3,405/D2,,DA1866T1,50,Độc tố trong động vật và thực phẩm,3,12**5678901234567***
2,AQ059,M01,6,3,3,404/TS,,TS2013T1,40,Toán cao cấp,3,12**5678901234567***
3,AQ101,M01,3,1,2,404/TS,,TS2013T1,40,Tiếng Anh Nuôi trồng thủy sản 1,2,12**5678901234567***
4,AQ205C,M01,5,8,2,404/TS,,TS1913T1,50,Vi sinh,3,12**5678901234567***
5,AQ205C,M01,4,1,2,404/TS,,TS1913T1,50,Vi sinh,3,12**5678901234567***
6,AQ207,M01,6,6,3,404/TS,,TS1913T1,50,Khoa học môi trường nước,3,12**5678901234567***
7,AQ208,M01,3,3,3,404/TS,,TS1913T1,50,Phân loại học đại cương,3,12**5678901234567***
8,AQ209,M01,4,3,3,404/TS,,TS1913T1,50,Ao hồ học,3,12**5678901234567***
9,AQ210,M01,5,6,3,204/TS,,TS1813T1,50,Sinh thái học đại cương,2,12**5678901234567***
10,AQ211,M01,3,6,4,404/TS,,TS1913T1,50,Sinh lý động vật thủy sản,3,12**5678901234567***
11,AQ216,M01,4,4,2,304/TS,,TS1813T1,50,Phương pháp nghiên cứu khoa học,2,12**5678901234567***
12,AQ217,M01,0,0,0,,,TS1813T1,50,Thực tập giáo trình cơ sở,4,12**5678901234567***
13,AQ301,M01,0,0,0,,,TS1813T1,50,Kỹ thuật nuôi thủy sản,4,12**5678901234567***
14,AQ302,M01,4,1,2,304/TS,,TS1813T1,50,Quản lý trại giống cá,4,12**5678901234567***
15,AQ302,M01,3,1,2,304/TS,,TS1813T1,50,Quản lý trại giống cá,4,12**5678901234567***
16,AQ309,M01,3,2,3,204/TS,,TS1713T1,50,Thiết bị và công trình thủy sản,3,12**5678901234567***
17,AQ311,M01,5,1,2,204/TS,,TS1713T1,50,Quy hoạch phát triển thủy sản,2,12**5678901234567***
18,AQ312C,M01,6,1,3,304/TS,,TS1713T1,50,Kinh tế thủy sản,3,12**5678901234567***
19,AQ313,M01,4,2,2,204/TS,,TS1713T1,50,Luật thủy sản,2,12**5678901234567***
20,AQ314,M01,6,4,2,204/TS,,TS1713T1,50,Khuyến nông,2,12**5678901234567***
21,AQ315,M01,0,0,0,,,TS1713T1,50,Thuyết trình,1,12**5678901234567***
22,AQ401,M01,0,0,0,,,TS1713T1,50,Luận văn tốt nghiệp - NTTS,10,12**5678901234567***
23,BC461C,M01,3,1,3,402/D2,,DA1966T1,50,Sinh hóa 1,3,12**5678901234567***
24,BC462C,M01,4,1,3,405/D2,,DA1866T1,50,Sinh hóa 2,3,12**5678901234567***
25,BC472C,M01,0,0,0,,,DA1866T1,50,Thực hành Sinh hóa 2,2,12**5678901234567***
26,BS110C,M01,2,1,3,404/D2,,DA2066T1,46,Sinh học đại cương 1,3,12**5678901234567***
27,BS210C,M01,0,0,0,,,DA2066T1,46,Thực hành sinh học đại cương 1,1,12**5678901234567***
28,BT197C,M01,6,4,2,405/D2,,DA1866T1,50,Chuyên đề công nghệ sinh học 3,1,12**5678901234567***
29,BT200,M01,3,1,3,404/D2,,DA2066T1,46,Toán cao cấp,3,12**5678901234567***
30,BT200C,M01,0,0,0,,,DA1766T1,50,Thực tập nhận thức,1,12**5678901234567***
31,BT202,M01,6,6,3,404/D2,,DA1966T1,50,Di truyền học cơ bản,3,12**5678901234567***
32,BT203,M01,2,6,4,PTN-PT,,DA1966T1,50,Thực tập Di truyền học cơ bản,1,12**5678901234567***
33,BT224,M01,0,0,0,,,DA2066T1,46,Thực hành hóa học đại cương,1,12**5678901234567***
34,BT227,M01,4,1,3,404/D2,,DA2066T1,46,Hóa học đại cương,3,12**5678901234567***
35,BT230,M01,0,0,0,,,DA1966T1,50,Thực hành Sinh hóa 1,1,12**5678901234567***
36,BT299C,M01,6,1,3,404/D2,,DA1766T1,50,Chuyên đề công nghệ sinh học 5,2,12**5678901234567***
37,BT300C,M01,5,6,2,405/D2,,DA1966T1,50,Phương pháp nghiên cứu khoa học,2,12**5678901234567***
38,BT301C,M01,4,6,3,404/D2,,DA1766T1,50,Bộ gen và ứng dụng,3,12**5678901234567***
39,BT302C,M01,0,0,0,,,DA1766T1,50,TT. Bộ gen và ứng dụng,1,12**5678901234567***
40,BT303C,M01,2,1,3,PMT-DA,,DA1766T1,50,Tin sinh học,3,12**5678901234567***
41,BT305C,M01,5,1,2,402/D2,,DA1766T1,50,Nuôi cấy mô tế bào thực vật,2,12**5678901234567***
42,BT405C,M01,0,0,0,,,DA1766T1,50,TT. Nuôi cấy mô tế bào thực vật,1,12**5678901234567***
43,BT499C,M01,0,0,0,,,DA1666T1,10,Luận văn tốt nghiệp,10,12**5678901234567***
44,CN004,01,6,6,2,102MTN,,CN004U21,60,Khí tượng thủy văn,2,12**5678901234567***
45,CN004,E01,6,1,2,102/B1,,2025A1,60,Khí tượng thủy văn,2,12**567890123***7***
46,CN004,E01,5,6,2,301MTN,,2025A1,60,Khí tượng thủy văn,2,12**567890123***7***
47,CN004,E02,6,8,2,102MTN,,2025A2,60,Khí tượng thủy văn,2,12**567890123***7***
48,CN004,E02,3,6,2,103MTN,,2025A2,60,Khí tượng thủy văn,2,12**567890123***7***
49,CN004,E03,5,8,2,301MTN,,2025A3,60,Khí tượng thủy văn,2,12**567890123***7***
50,CN004,E03,3,8,2,103MTN,,2025A3,60,Khí tượng thủy văn,2,12**567890123***7***
51,CN008,01,6,4,2,303/CN,,CN008001,60,Kỹ thuật cơ khí đại cương,2,12**5678901234567***
52,CN100,01,5,1,3,105/B1,,CN100001,100,Nhập môn kỹ thuật,2,12**5678901234567***
53,CN100,02,2,1,3,202/KH,,CN100002,100,Nhập môn kỹ thuật,2,12**5678901234567***
54,CN100,03,6,6,3,101/C1,,CN100003,100,Nhập môn kỹ thuật,2,12**5678901234567***
55,CN100,04,3,6,3,207/KH,,CN100004,100,Nhập môn kỹ thuật,2,12**5678901234567***
56,CN101,01,6,8,2,206/C2,,CN101001,60,Cơ lý thuyết,2,12**5678901234567***
57,CN101,E01,5,1,3,101/B1,,2057A1,40,Cơ lý thuyết,2,12**567890123***7***
58,CN102,01,5,1,2,301/CN,,CN102001,80,Địa chất công trình,2,12**5678901234567***
59,CN102,H01,3,2,4,104/HA,,19T7A5,40,Địa chất công trình,2,12**567890123*******
60,CN103,01,0,0,0,,,CN103001,100,TT. Địa chất công trình,1,12**5678901234567***
61,CN104,01,6,4,2,104/C1,,CN104001,90,Vật liệu xây dựng,2,12**5678901234567***
62,CN105,01,0,0,0,,,CN105001,100,TT. Vật liệu xây dựng,1,12**5678901234567***
63,CN105,02,0,0,0,,,CN105002,100,TT. Vật liệu xây dựng,1,12**5678901234567***
64,CN106,01,4,6,3,102/KL,,CN106001,80,Sức bền vật liệu - XD,3,12**5678901234567***
65,CN106,02,6,3,3,205/C2,,CN106002,60,Sức bền vật liệu - XD,3,12**5678901234567***
66,CN107,01,7,7,2,308/CN,,CN107001,80,Vật liệu Composite - CNHH,2,12**5678901234567***
67,CN108,01,6,6,2,308/CN,,CN108001,90,Cơ học lưu chất,2,12**5678901234567***
68,CN108,02,6,8,2,302/CN,,CN108002,90,Cơ học lưu chất,2,12**5678901234567***
69,CN108,03,2,1,2,107/B1,,CN108003,70,Cơ học lưu chất,2,12**5678901234567***
70,CN108,04,7,6,2,303/CN,,CN108004,60,Cơ học lưu chất,2,12**5678901234567***
71,CN109,01,0,0,0,,,CN109001,100,TT. Cơ học lưu chất,1,12**5678901234567***
72,CN110,01,7,8,2,301/CN,,CN110001,90,Trắc địa,2,12**5678901234567***
73,CN111,01,4,1,4,PTD/CN,,CN111001,20,TT. Trắc địa,1,12**5678901234567***
74,CN111,02,3,1,4,PTD/CN,,CN111002,20,TT. Trắc địa,1,12**5678901234567***
75,CN111,03,5,1,4,PTD/CN,,CN111003,20,TT. Trắc địa,1,12**5678901234567***
76,CN113,01,0,0,0,,,CN113001,150,TT. Cơ học đất,1,12**5678901234567***
77,CN113,02,0,0,0,,,CN113002,150,TT. Cơ học đất,1,12**5678901234567***
78,CN116,01,3,8,2,105/A3,,CN116001,60,Kỹ thuật điện - XD,2,12**5678901234567***
79,CN117,01,3,1,2,210/B1,,CN117001,80,Phương pháp tính - Kỹ thuật,2,12**5678901234567***
80,CN118,01,5,6,2,306/C1,,CN118001,60,Nguyên lý kiến trúc,2,12**5678901234567***
81,CN119,01,2,8,2,103/A3,,CN119001,60,Nguyên lý quy hoạch,2,12**5678901234567***
82,CN119,02,2,4,2,205AB1,,CN119002,60,Nguyên lý quy hoạch,2,12**5678901234567***
83,CN122,01,4,1,2,301MTN,,CN122X71,60,Bản đồ học và GIS,2,12**5678901234567***
84,CN122,02,4,3,2,301MTN,,CN122X72,60,Bản đồ học và GIS,2,12**5678901234567***
85,CN123,01,4,1,2,301/CN,,CN123001,90,Kết cấu bê-tông cơ sở,2,12**5678901234567***
86,CN126,01,5,1,2,307/CN,,CN126001,80,Anh văn chuyên môn xây dựng,2,12**5678901234567***
87,CN128,01,2,8,2,307/CN,,CN128001,70,Kỹ thuật điện,2,12**5678901234567***
88,CN129,01,5,4,2,110/B1,,CN129001,90,Kỹ thuật điện tử - CN,2,12**5678901234567***
89,CN129,02,7,8,2,302/CN,,CN129002,90,Kỹ thuật điện tử - CN,2,12**5678901234567***
90,CN129,03,7,6,2,302/CN,,CN129003,90,Kỹ thuật điện tử - CN,2,12**5678901234567***
91,CN131,01,5,3,3,103/KH,,CN131001,80,Hình hoạ và vẽ kỹ thuật - XD,3,12**5678901234567***
92,CN132,01,6,3,3,102/KH,,CN132001,90,Hình họa và vẽ kỹ thuật - CK,3,12**5678901234567***
93,CN132,02,5,1,3,104/C1,,CN132002,90,Hình họa và vẽ kỹ thuật - CK,3,12**5678901234567***
94,CN132,03,3,3,3,206/B1,,CN132003,90,Hình họa và vẽ kỹ thuật - CK,3,12**5678901234567***
95,CN132,04,6,6,3,204/B1,,CN132004,90,Hình họa và vẽ kỹ thuật - CK,3,12**5678901234567***
96,CN132,05,6,6,3,105/C1,,CN132005,60,Hình họa và vẽ kỹ thuật - CK,3,12**5678901234567***
97,CN132,M01,3,1,3,CLC1CN,,TN18V6F1,40,Hình họa và vẽ kỹ thuật - CK,3,12**5678901234567***
98,CN134,01,7,2,2,308/CN,,CN134001,60,Vật liệu Composite,2,12**5678901234567***
99,CN135,01,6,8,2,102/B1,,CN135001,60,Vận trù học,2,12**5678901234567***
100,CN136,01,3,3,3,301/CN,,CN136001,90,Cơ lý thuyết - CK,3,12**5678901234567***
101,CN136,02,4,6,3,301/CN,,CN136002,90,Cơ lý thuyết - CK,3,12**5678901234567***
102,CN137,01,2,3,3,302/CN,,CN137001,90,Sức bền vật liệu - CK,3,12**5678901234567***
103,CN137,02,4,3,3,104/B1,,CN137002,90,Sức bền vật liệu - CK,3,12**5678901234567***
104,CN137,03,7,6,3,101/A3,,CN137003,90,Sức bền vật liệu - CK,3,12**5678901234567***
105,CN137,04,4,6,3,204/B1,,CN137004,90,Sức bền vật liệu - CK,3,12**5678901234567***
106,CN137,05,6,6,3,208/C2,,CN137005,90,Sức bền vật liệu - CK,3,12**5678901234567***
107,CN137,06,5,6,3,212/B1,,CN137006,60,Sức bền vật liệu - CK,3,12**5678901234567***
108,CN138,01,4,3,2,210/B1,,CN138001,90,Dung sai và kỹ thuật đo,2,12**5678901234567***
109,CN138,02,4,1,2,308/CN,,CN138002,90,Dung sai và kỹ thuật đo,2,12**5678901234567***
110,CN138,03,5,1,2,302/CN,,CN138003,90,Dung sai và kỹ thuật đo,2,12**5678901234567***
111,CN139,01,7,1,3,309/CN,,CN139001,90,Nhiệt động lực học và truyền nhiệt,3,12**5678901234567***
112,CN139,02,2,3,3,206/B1,,CN139002,90,Nhiệt động lực học và truyền nhiệt,3,12**5678901234567***
113,CN139,03,3,6,3,304/C1,,CN139003,90,Nhiệt động lực học và truyền nhiệt,3,12**5678901234567***
114,CN139,04,3,7,3,209/B1,,CN139004,90,Nhiệt động lực học và truyền nhiệt,3,12**5678901234567***
115,CN139,05,6,7,3,304/C1,,CN139005,90,Nhiệt động lực học và truyền nhiệt,3,12**5678901234567***
116,CN139,06,6,3,3,104/A3,,CN139006,60,Nhiệt động lực học và truyền nhiệt,3,12**5678901234567***
117,CN142,01,5,3,3,304/C1,,CN142001,90,Cơ học máy,3,12**5678901234567***
118,CN142,02,4,6,3,104/B1,,CN142002,90,Cơ học máy,3,12**5678901234567***
119,CN142,03,2,3,3,308/CN,,CN142003,90,Cơ học máy,3,12**5678901234567***
120,CN142,04,6,6,3,309/CN,,CN142004,90,Cơ học máy,3,12**5678901234567***
121,CN142,05,5,3,3,207/C1,,CN142005,90,Cơ học máy,3,12**5678901234567***
122,CN142,06,2,3,3,107/NN,,CN142006,80,Cơ học máy,3,12**5678901234567***
123,CN142,07,6,1,3,101/B1,,CN142007,60,Cơ học máy,3,12**5678901234567***
124,CN145,01,3,3,3,209/B1,,CN145001,90,Cơ sở thiết kế máy,3,12**5678901234567***
125,CN145,02,4,3,3,302/CN,,CN145002,90,Cơ sở thiết kế máy,3,12**5678901234567***
126,CN145,03,4,6,3,302/CN,,CN145003,90,Cơ sở thiết kế máy,3,12**5678901234567***
127,CN145,04,5,6,3,104/A3,,CN145004,90,Cơ sở thiết kế máy,3,12**5678901234567***
128,CN145,05,6,3,3,301/CN,,CN145005,90,Cơ sở thiết kế máy,3,12**5678901234567***
129,CN145,06,5,3,3,110/A3,,CN145006,60,Cơ sở thiết kế máy,3,12**5678901234567***
130,CN147,01,5,1,2,206/C2,,CN147001,60,Vật liệu cơ khí và nhiệt luyện,2,12**5678901234567***
131,CN147,02,2,4,2,205/C2,,CN147002,60,Vật liệu cơ khí và nhiệt luyện,2,12**5678901234567***
132,CN148,01,5,8,2,205/C2,,CN148001,60,Thiết kế kỹ thuật,2,12**5678901234567***
133,CN148,02,5,6,2,205/C2,,CN148002,60,Thiết kế kỹ thuật,2,12**5678901234567***
134,CN149,01,3,8,2,103/A3,,CN149001,90,Truyền động thủy lực và khí nén,2,12**5678901234567***
135,CN149,02,2,6,2,104/A3,,CN149002,90,Truyền động thủy lực và khí nén,2,12**5678901234567***
136,CN151,01,3,1,2,104/A3,,CN151001,90,Kỹ thuật số,2,12**5678901234567***
137,CN151,02,2,8,2,303/C1,,CN151002,90,Kỹ thuật số,2,12**5678901234567***
138,CN151,03,5,6,2,207/KH,,CN151003,90,Kỹ thuật số,2,12**5678901234567***
139,CN152,01,3,6,2,301/CN,,CN152001,80,Phương pháp thí nghiệm và xử lý số liệu,2,12**5678901234567***
140,CN152,02,3,8,2,303/CN,,CN152002,60,Phương pháp thí nghiệm và xử lý số liệu,2,12**5678901234567***
141,CN154,01,4,1,3,305/C1,,CN154001,60,Cơ học kết cấu,3,12**5678901234567***
142,CN154,02,4,6,3,110/A3,,CN154002,60,Cơ học kết cấu,3,12**5678901234567***
143,CN154,H01,3,6,3,301HA6,,19T7A5,40,Cơ học kết cấu,3,**********1234567***
144,CN154,H01,4,2,3,111/HA,,19T7A5,40,Cơ học kết cấu,3,**********1234567***
145,CN155,01,3,1,2,303/CN,,CN155001,60,Khoa học về an toàn và bảo hộ lao động,2,12**5678901234567***
146,CN155,02,3,6,2,303/CN,,CN155002,60,Khoa học về an toàn và bảo hộ lao động,2,12**5678901234567***
147,CN156,01,5,4,2,212/B1,,CN156001,70,Anh văn chuyên môn Cơ khí,2,12**5678901234567***
148,CN156,02,6,3,2,208/B1,,CN156002,70,Anh văn chuyên môn Cơ khí,2,12**5678901234567***
149,CN156,03,6,1,2,103/C2,,CN156003,60,Anh văn chuyên môn Cơ khí,2,12**5678901234567***
150,CN157,01,6,6,2,302/D1,,CN157001,90,Anh văn chuyên môn Quản lý công nghiệp,2,12**5678901234567***
151,CN158,01,7,1,2,303/CN,,CN158001,60,Anh văn chuyên môn - Kỹ thuật điện,2,12**5678901234567***
152,CN158,M01,2,8,2,CLC1CN,,TN18T5F1,40,Anh văn chuyên môn - Kỹ thuật điện,2,12**5678901234567***
153,CN159,01,5,1,2,308/CN,,CN159001,90,Anh văn chuyên môn - Cơ điện tử,2,12**5678901234567***
154,CN162,01,3,6,4,XUONG,,CN162001,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
155,CN162,01,7,6,4,XUONG,,CN162001,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
156,CN162,01,5,6,4,XUONG,,CN162001,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
157,CN162,02,2,6,4,XUONG,,CN162002,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
158,CN162,02,4,1,4,XUONG,,CN162002,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
159,CN162,02,6,6,4,XUONG,,CN162002,100,TT. Công nghệ kim loại cơ bản,3,12**5678901234567***
160,CN166,01,5,8,2,303/CN,,CN166001,50,Anh văn chuyên môn Công nghệ hóa học,2,12**5678901234567***
161,CN166,02,5,1,2,209/KH,,CN166002,50,Anh văn chuyên môn Công nghệ hóa học,2,12**5678901234567***
162,CN169,01,0,0,0,,,CN169001,100,TT. Mạch điện,1,12**5678901234567***
163,CN177,01,3,6,2,103/KH,,CN177001,90,An toàn điện,2,12**5678901234567***
164,CN179,01,0,0,0,,,CN179001,100,TT. Vật liệu xây dựng - CĐ,1,12**5678901234567***
165,CN185,01,5,8,2,202/D2,,CN185001,60,Quy hoạch hệ thống điện,2,12**5678901234567***
166,CN189,01,2,1,2,110/A3,,CN189001,60,Cơ học lưu chất - CK,2,12**5678901234567***
167,CN189,02,6,1,2,211/C2,,CN189002,60,Cơ học lưu chất - CK,2,12**5678901234567***
168,CN194,01,0,0,0,,,CN194001,100,Đồ án kiến trúc,2,12**5678901234567***
169,CN194,02,0,0,0,,,CN194002,100,Đồ án kiến trúc,2,12**5678901234567***
170,CN194,03,0,0,0,,,CN194003,100,Đồ án kiến trúc,2,12**5678901234567***
171,CN194,H01,0,0,0,,,18T7A5,40,Đồ án kiến trúc,2,12**5678901234567***
172,CN195,01,0,0,0,,,CN195001,120,Đồ án cơ sở thiết kế máy,2,12**5678901234567***
173,CN195,02,0,0,0,,,CN195002,120,Đồ án cơ sở thiết kế máy,2,12**5678901234567***
174,CN197,01,0,0,0,,,CN197001,100,Đồ án thiết kế và chế tạo sản phẩm CNHH,2,12**5678901234567***
175,CN199,01,4,6,3,104/C1,,CN199001,70,Hóa học và hóa lý polymer,3,12**5678901234567***
176,CN201,01,2,8,2,309/CN,,CN201001,110,Quản lý dự án công nghiệp,2,12**5678901234567***
177,CN201,02,3,8,2,309/CN,,CN201002,110,Quản lý dự án công nghiệp,2,12**5678901234567***
178,CN203,01,7,1,2,102/KL,,CN203001,60,Kỹ thuật dự báo trong công nghiệp,2,12**5678901234567***
179,CN204,01,2,8,2,205/C2,,CN204001,60,Quản lý kỹ thuật và công nghệ,2,12**5678901234567***
180,CN206,01,3,8,2,303/MT,,CN206001,90,Thiết kế vị trí và mặt bằng HTCN,2,12**5678901234567***
181,CN206,02,5,6,2,201/XH,,CN206002,60,Thiết kế vị trí và mặt bằng HTCN,2,12**5678901234567***
182,CN208,01,3,3,3,103/A3,,CN208001,90,Vận trù học 1 - QLCN,3,12**5678901234567***
183,CN208,02,4,6,3,107/C2,,CN208002,60,Vận trù học 1 - QLCN,3,12**5678901234567***
184,CN209,01,3,4,2,103/KH,,CN209001,90,Vận trù học 2 - QLCN,2,12**5678901234567***
185,CN210,01,4,4,2,305/C1,,CN210001,60,Kiểm soát chất lượng,2,12**5678901234567***
186,CN210,02,3,8,2,108/C2,,CN210002,60,Kiểm soát chất lượng,2,12**5678901234567***
187,CN211,01,0,0,0,,,CN211001,60,Tin học ứng dụng - QLCN,2,12**5678901234567***
188,CN211,02,0,0,0,,,CN211002,60,Tin học ứng dụng - QLCN,2,12**5678901234567***
189,CN212,01,6,1,2,105/A3,,CN212001,60,Kỹ thuật hệ thống,2,12**5678901234567***
190,CN215,01,6,4,2,309/CN,,CN215001,90,Nghiên cứu và phát triển sản phẩm,2,12**5678901234567***
191,CN218,01,6,8,2,307/CN,,CN218001,80,Mô hình hóa và mô phỏng HTCN,2,12**5678901234567***
192,CN218,02,2,4,2,301/CN,,CN218002,80,Mô hình hóa và mô phỏng HTCN,2,12**5678901234567***
193,CN222,01,2,8,2,206/C2,,CN222001,60,Kỹ thuật ra quyết định,2,12**5678901234567***
194,CN226,01,0,0,0,,,CN226001,100,Luận văn tốt nghiệp - QLCN,10,12**5678901234567***
195,CN227,01,2,6,2,308/CN,,CN227001,60,Vật liệu học - CNHH,2,12**5678901234567***
196,CN229,01,0,0,0,,,CN229001,60,Cơ sở thiết kế nhà máy hóa chất,2,12**5678901234567***
197,CN229,02,0,0,0,,,CN229002,60,Cơ sở thiết kế nhà máy hóa chất,2,12**5678901234567***
198,CN230,01,6,4,2,302/DB,,CN230571,60,Kỹ thuật môi trường,2,12**5678901234567***
199,CN231,01,7,6,3,307/CN,,CN231001,80,Kỹ thuật phản Ứng,3,12**5678901234567***
200,CN232,01,6,6,3,104/C1,,CN232001,90,Thiết bị cơ lưu chất và cơ vật liệu rời,3,12**5678901234567***
201,CN233,01,2,6,4,QTB/CN,,CN233001,140,TT. Quá trình và thiết bị CNHH,2,12**5678901234567***
202,CN236,01,6,8,2,103/B1,,CN236001,60,Kỹ thuật xúc tác,2,12**5678901234567***
203,CN236,02,6,6,2,201/B1,,CN236002,60,Kỹ thuật xúc tác,2,12**5678901234567***
204,CN238,01,2,8,2,303/CN,,CN238001,60,Tổng hợp hữu cơ hóa dầu,2,12**5678901234567***
205,CN239,01,6,6,2,303/CN,,CN239001,60,Công nghệ các chất hoạt động bề mặt,2,12**5678901234567***
206,CN242,01,2,8,2,105/A3,,CN242001,60,Kỹ thuật sản xuất chất dẻo,2,12**5678901234567***
207,CN243,01,3,8,2,104/B1,,CN243001,60,Kỹ thuật chế biến cao su,2,12**5678901234567***
208,CN244,01,2,1,2,307/CN,,CN244001,60,Kỹ thuật gia công polymer,2,12**5678901234567***
209,CN248,01,3,8,2,104/A3,,CN248001,60,Kỹ thuật sản xuất bột cellulose và giấy,2,12**5678901234567***
210,CN251,01,2,1,2,205/B1,,CN251001,60,Kỹ thuật sản xuất chất kết dính,2,12**5678901234567***
211,CN255,01,6,1,2,308/CN,,CN255001,90,Dụng cụ đo,2,12**5678901234567***
212,CN259,01,5,6,2,102/KL,,CN259001,60,Công nghệ điện hóa,2,12**5678901234567***
213,CN261,01,0,0,0,,,CN261001,100,Tiểu luận tốt nghiệp -CNHH,4,12**5678901234567***
214,CN262,01,0,0,0,,,CN262001,100,Luận văn tốt nghiệp - CNHH,10,12**5678901234567***
215,CN263,01,7,6,2,105/A3,,CN263001,70,Kỹ thuật cao Áp,2,12**5678901234567***
216,CN263,02,7,8,2,105/A3,,CN263002,70,Kỹ thuật cao Áp,2,12**5678901234567***
217,CN264,01,6,3,3,210/B1,,CN264001,60,Hệ thống điện 1,3,12**5678901234567***
218,CN264,02,4,3,3,104/A3,,CN264002,60,Hệ thống điện 1,3,12**5678901234567***
219,CN265,01,5,6,3,103/A3,,CN265001,80,Hệ thống điện 2,3,12**5678901234567***
220,CN269,01,0,0,0,,,CN269001,100,TT. Chuyên ngành kỹ thuật điện,2,12**5678901234567***
221,CN271,01,5,6,2,101/KH,,CN271001,90,Tin học ứng dụng - kỹ thuật điện,2,12**5678901234567***
222,CN272,01,6,1,2,110/B1,,CN272001,90,Khí cụ điện,2,12**5678901234567***
223,CN273,01,3,1,2,309/CN,,CN273001,90,Kỹ thuật chiếu sáng,2,12**5678901234567***
224,CN274,01,3,1,2,301/CN,,CN274001,90,Cung cấp điện,2,12**5678901234567***
225,CN275,01,5,1,2,105/A3,,CN275001,80,Nhà máy điện,2,12**5678901234567***
226,CN277,01,5,6,2,202/D2,,CN277001,60,Vận hành và điều khiển hệ thống điện,2,12**5678901234567***
227,CN279,01,4,1,2,105/A3,,CN279001,60,Thiết kế hệ thống điện,2,12**5678901234567***
228,CN285,01,0,0,0,,,CN285001,100,Tiểu luận tốt nghiệp - KT Điện,4,12**5678901234567***
229,CN286,01,0,0,0,,,CN286001,100,Luận văn tốt nghiệp - KT. Điện,10,12**5678901234567***
230,CN295,01,0,0,0,,,CN295001,100,TT. Ngành nghề cơ điện tử,2,12**5678901234567***
231,CN298,01,5,6,2,206/C2,,CN298001,60,Mạng công nghiệp và truyền thông,2,12**5678901234567***
232,CN300,01,5,6,2,110/A3,,CN300001,60,Nhiên liệu sinh học và nhiên liệu tái tạo,2,12**5678901234567***
233,CN301,01,7,6,2,103MTN,,CN301U21,60,Thủy văn công trình,2,12**5678901234567***
234,CN305,01,7,6,2,104/A3,,CN305001,90,Kết cấu thép,2,12**5678901234567***
235,CN305,02,6,1,2,102/KH,,CN305002,90,Kết cấu thép,2,12**5678901234567***
236,CN305,03,2,4,2,101/KH,,CN305003,90,Kết cấu thép,2,12**5678901234567***
237,CN306,01,7,6,2,305/C1,,CN306001,60,Máy bơm và trạm bơm,2,12**5678901234567***
238,CN307,01,4,1,2,206/C2,,CN307001,60,Cấp thoát nước,2,12**5678901234567***
239,CN309,01,5,1,2,104/B1,,CN309001,60,Bê tông chuyên ngành - TC,2,12**5678901234567***
240,CN311,01,6,3,3,209/B1,,CN311001,90,Máy xây dựng và kỹ thuật thi công,3,12**5678901234567***
241,CN311,02,4,3,3,101/C1,,CN311002,80,Máy xây dựng và kỹ thuật thi công,3,12**5678901234567***
242,CN311,03,3,6,3,205AB1,,CN311003,60,Máy xây dựng và kỹ thuật thi công,3,12**5678901234567***
243,CN311,H01,5,6,3,304HA5,,18T7A5,40,Máy xây dựng và kỹ thuật thi công,3,12**567890**********
244,CN311,H01,3,6,3,202HA5,,18T7A5,40,Máy xây dựng và kỹ thuật thi công,3,12**567890**********
245,CN314,01,6,6,2,110/A3,,CN314001,60,Công trình giao thông,2,12**5678901234567***
246,CN315,01,5,3,3,303/CN,,CN315001,60,Thủy công,3,12**5678901234567***
247,CN321,01,0,0,0,,,CN321001,90,Thí nghiệm công trình,1,12**5678901234567***
248,CN321,02,0,0,0,,,CN321002,90,Thí nghiệm công trình,1,12**5678901234567***
249,CN321,H01,0,0,0,,,18T7A5,40,Thí nghiệm công trình,1,12**5678901234567***
250,CN322,01,7,8,2,110/A3,,CN322001,60,Cấu kiện bê-tông đặc biệt,2,12**5678901234567***
251,CN328,01,2,1,2,308/CN,,CN328001,90,Kết cấu thép nhà công nghiệp,2,12**5678901234567***
252,CN328,02,5,1,2,103/KH,,CN328002,90,Kết cấu thép nhà công nghiệp,2,12**5678901234567***
253,CN328,H01,2,2,4,202HA5,,18T7A5,40,Kết cấu thép nhà công nghiệp,2,12**567890**********
254,CN331,01,5,6,4,MT1/CN,,CN331001,60,Tin học ứng dụng - Kỹ thuật 1,2,12**5678901234567***
255,CN331,02,2,6,4,MT1/CN,,CN331002,60,Tin học ứng dụng - Kỹ thuật 1,2,12**5678901234567***
256,CN331,03,6,6,4,MT1/CN,,CN331003,60,Tin học ứng dụng - Kỹ thuật 1,2,12**5678901234567***
257,CN331,M04,3,2,4,MT3/CN,,TN19T7F1,40,Tin học ứng dụng - Kỹ thuật 1,2,12**5678901234567***
258,CN332,01,3,3,3,MT1/CN,,CN332001,60,Tin học ứng dụng - Kỹ thuật 2,2,12**5678901234567***
259,CN332,02,4,3,3,MT1/CN,,CN332002,60,Tin học ứng dụng - Kỹ thuật 2,2,12**5678901234567***
260,CN332,03,5,3,3,MT1/CN,,CN332003,60,Tin học ứng dụng - Kỹ thuật 2,2,12**5678901234567***
